customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,Contract,InternetService,PaymentMethod,tenure,MonthlyCharges,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
9133-AYJZG,No,0.6966,70,High,Month-to-month,Fiber optic,Credit card (automatic),23,98.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0376-YMCJC,Yes,0.6965,70,High,Month-to-month,Fiber optic,Electronic check,23,90.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3481-JHUZH,No,0.6965,70,High,Month-to-month,Fiber optic,Electronic check,41,80.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6877-LGWXO,Yes,0.6965,70,High,Month-to-month,Fiber optic,Electronic check,18,78.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6080-TCMYC,No,0.6964,70,High,Month-to-month,Fiber optic,Electronic check,40,81.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2501-XWWTZ,No,0.696,70,High,Month-to-month,Fiber optic,Electronic check,11,70.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5498-TXHLF,Yes,0.6953,70,High,Month-to-month,Fiber optic,Electronic check,34,87.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0921-OHLVP,No,0.6951,70,High,Month-to-month,Fiber optic,Electronic check,22,83.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2860-RANUS,Yes,0.6949,69,High,Month-to-month,Fiber optic,Credit card (automatic),20,85.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5982-FPVQN,No,0.6947,69,High,Month-to-month,Fiber optic,Electronic check,37,95.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1769-GRUIK,No,0.6946,69,High,Month-to-month,Fiber optic,Electronic check,18,71.1,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9190-MFJLN,Yes,0.6942,69,High,Month-to-month,Fiber optic,Credit card (automatic),19,95.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9961-JBNMK,Yes,0.6941,69,High,Month-to-month,Fiber optic,Bank transfer (automatic),21,96.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5016-IBERQ,No,0.6938,69,High,Month-to-month,Fiber optic,Electronic check,23,84.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3071-VBYPO,No,0.6933,69,High,Month-to-month,Fiber optic,Electronic check,3,89.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0224-HJAPT,Yes,0.6932,69,High,Month-to-month,DSL,Electronic check,5,47.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5760-FXFVO,No,0.6926,69,High,Month-to-month,Fiber optic,Electronic check,6,78.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3088-LHEFH,No,0.6925,69,High,Month-to-month,Fiber optic,Bank transfer (automatic),11,79.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2626-URJFX,Yes,0.6925,69,High,Month-to-month,DSL,Electronic check,4,50.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3577-AMVUX,No,0.6923,69,High,Month-to-month,DSL,Mailed check,1,55.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7562-UXTPG,No,0.6923,69,High,Month-to-month,Fiber optic,Mailed check,13,70.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3439-GVUSX,No,0.6922,69,High,Month-to-month,DSL,Mailed check,1,24.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9824-BEMCV,Yes,0.692,69,High,Month-to-month,Fiber optic,Electronic check,17,69.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8631-WUXGY,No,0.692,69,High,Month-to-month,Fiber optic,Electronic check,46,99.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6923-EFPNL,Yes,0.692,69,High,Month-to-month,DSL,Credit card (automatic),4,51.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3235-ETOOB,Yes,0.6919,69,High,Month-to-month,Fiber optic,Electronic check,8,74.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9365-SRSZE,No,0.6918,69,High,Month-to-month,Fiber optic,Electronic check,27,70.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8778-LMWTJ,No,0.6916,69,High,Month-to-month,Fiber optic,Electronic check,9,74.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5153-RTHKF,No,0.6915,69,High,Month-to-month,Fiber optic,Electronic check,34,85.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9895-VFOXH,No,0.6914,69,High,Month-to-month,DSL,Mailed check,1,24.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9903-LYSAB,No,0.6909,69,High,Month-to-month,Fiber optic,Electronic check,18,73.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2853-CWQFQ,No,0.6908,69,High,Month-to-month,DSL,Mailed check,1,59.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9450-TRJUU,No,0.6907,69,High,Month-to-month,Fiber optic,Electronic check,35,83.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4902-OHLSK,Yes,0.6907,69,High,Month-to-month,Fiber optic,Electronic check,29,98.65,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4818-QIUFN,Yes,0.6906,69,High,Month-to-month,Fiber optic,Electronic check,20,79.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4658-HCOHW,Yes,0.6904,69,High,Month-to-month,Fiber optic,Electronic check,21,102.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7296-PIXQY,No,0.6903,69,High,Month-to-month,Fiber optic,Electronic check,14,70.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9574-RKJIF,Yes,0.69,69,High,Month-to-month,Fiber optic,Electronic check,30,94.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2070-FNEXE,Yes,0.6897,69,High,Month-to-month,Fiber optic,Bank transfer (automatic),7,76.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7881-EVUAD,Yes,0.6897,69,High,Month-to-month,DSL,Electronic check,2,42.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8949-JTMAY,Yes,0.6897,69,High,Month-to-month,Fiber optic,Credit card (automatic),29,98.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9462-MJUAW,Yes,0.6897,69,High,Month-to-month,DSL,Mailed check,4,50.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0320-JDNQG,Yes,0.6895,69,High,Month-to-month,Fiber optic,Electronic check,23,99.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9492-TOKRI,Yes,0.6893,69,High,Month-to-month,Fiber optic,Credit card (automatic),18,90.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6078-VESFR,No,0.6893,69,High,Month-to-month,Fiber optic,Bank transfer (automatic),13,70.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9722-UJOJR,Yes,0.6892,69,High,Month-to-month,Fiber optic,Electronic check,29,70.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3714-NTNFO,No,0.6891,69,High,Month-to-month,Fiber optic,Electronic check,49,84.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0475-RIJEP,Yes,0.6891,69,High,Month-to-month,Fiber optic,Electronic check,43,77.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5233-GEEAX,Yes,0.689,69,High,Month-to-month,DSL,Electronic check,8,29.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2108-YKQTY,Yes,0.6889,69,High,Month-to-month,DSL,Credit card (automatic),4,50.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4897-QSUYC,Yes,0.6887,69,High,Month-to-month,No,Mailed check,1,20.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1302-UHBDD,No,0.6884,69,High,Month-to-month,Fiber optic,Electronic check,20,89.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6458-CYIDZ,No,0.6884,69,High,Month-to-month,Fiber optic,Electronic check,5,80.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1894-IGFSG,Yes,0.6881,69,High,Month-to-month,Fiber optic,Electronic check,22,89.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7839-QRKXN,Yes,0.6879,69,High,Month-to-month,No,Mailed check,1,20.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3237-AJGEH,Yes,0.6878,69,High,Month-to-month,DSL,Mailed check,3,31.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6365-MTGZX,Yes,0.6875,69,High,Month-to-month,Fiber optic,Electronic check,24,96.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8914-RBTSB,Yes,0.6874,69,High,Month-to-month,Fiber optic,Electronic check,31,93.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8623-TMRBY,Yes,0.6873,69,High,Month-to-month,Fiber optic,Electronic check,51,84.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0637-UBJRP,Yes,0.6873,69,High,Month-to-month,Fiber optic,Electronic check,13,84.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4116-TZAQJ,Yes,0.6872,69,High,Month-to-month,Fiber optic,Credit card (automatic),9,74.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6988-CJEYV,No,0.6869,69,High,Month-to-month,Fiber optic,Electronic check,49,98.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3269-ATYWD,Yes,0.6868,69,High,Month-to-month,Fiber optic,Bank transfer (automatic),39,95.65,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5351-QESIO,No,0.6868,69,High,Month-to-month,DSL,Mailed check,1,24.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2273-QCKXA,No,0.6866,69,High,Month-to-month,DSL,Mailed check,1,49.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0354-WYROK,Yes,0.6863,69,High,Month-to-month,Fiber optic,Electronic check,31,98.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0322-YINQP,Yes,0.6862,69,High,Month-to-month,DSL,Mailed check,1,48.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1346-UFHAX,No,0.6862,69,High,Month-to-month,Fiber optic,Credit card (automatic),13,80.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0114-PEGZZ,No,0.686,69,High,Month-to-month,Fiber optic,Electronic check,33,107.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3597-MVHJT,No,0.6856,69,High,Month-to-month,Fiber optic,Bank transfer (automatic),27,95.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4741-WWJQZ,No,0.6856,69,High,Month-to-month,Fiber optic,Electronic check,2,80.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2884-GBPFB,Yes,0.6856,69,High,Month-to-month,Fiber optic,Electronic check,35,70.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5453-AXEPF,No,0.6851,69,High,Month-to-month,Fiber optic,Bank transfer (automatic),17,80.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4124-MMETB,Yes,0.6848,68,High,Month-to-month,Fiber optic,Credit card (automatic),22,94.65,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6048-QBXKL,No,0.6848,68,High,Month-to-month,DSL,Credit card (automatic),2,56.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6559-PDZLR,No,0.6847,68,High,Month-to-month,Fiber optic,Electronic check,26,98.65,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2049-BAFNW,No,0.6845,68,High,Month-to-month,DSL,Mailed check,1,35.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0402-CQAJN,Yes,0.6844,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),37,101.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0093-XWZFY,Yes,0.6839,68,High,Month-to-month,Fiber optic,Credit card (automatic),40,104.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0623-GDISB,No,0.6834,68,High,Month-to-month,DSL,Bank transfer (automatic),1,48.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5439-WIKXB,No,0.6833,68,High,Month-to-month,Fiber optic,Electronic check,41,94.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9050-QLROH,Yes,0.6832,68,High,Month-to-month,Fiber optic,Credit card (automatic),18,90.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1240-KNSEZ,Yes,0.6831,68,High,Month-to-month,No,Mailed check,1,20.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1000-AJSLD,Yes,0.6831,68,High,Month-to-month,No,Mailed check,1,20.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8378-LKJAF,No,0.6829,68,High,Month-to-month,Fiber optic,Credit card (automatic),38,101.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0093-EXYQL,No,0.6829,68,High,Month-to-month,Fiber optic,Electronic check,40,91.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2320-JRSDE,Yes,0.6829,68,High,Month-to-month,No,Electronic check,1,19.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2657-ALMWY,Yes,0.6827,68,High,Month-to-month,Fiber optic,Electronic check,26,84.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6180-YBIQI,No,0.6826,68,High,Month-to-month,DSL,Mailed check,5,24.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3398-ZOUAA,Yes,0.6826,68,High,Month-to-month,Fiber optic,Electronic check,21,69.1,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9710-ZUSHQ,Yes,0.6823,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),37,106.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8305-VHZBZ,Yes,0.6822,68,High,Month-to-month,No,Mailed check,1,20.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3995-WFCSM,No,0.6822,68,High,Month-to-month,DSL,Electronic check,2,60.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5356-RHIPP,Yes,0.6822,68,High,Month-to-month,No,Mailed check,1,20.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5666-CYCYZ,No,0.6822,68,High,Month-to-month,Fiber optic,Electronic check,24,89.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0148-DCDOS,Yes,0.6821,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),25,94.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1264-BYWMS,Yes,0.6819,68,High,Month-to-month,Fiber optic,Electronic check,55,96.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9971-ZWPBF,No,0.6818,68,High,Month-to-month,Fiber optic,Electronic check,34,108.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9732-KPKBW,Yes,0.6816,68,High,Month-to-month,DSL,Electronic check,1,53.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7395-IGJOS,Yes,0.6814,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),17,81.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2519-FAKOD,Yes,0.6811,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),38,99.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7641-EUYET,Yes,0.6809,68,High,Month-to-month,Fiber optic,Electronic check,46,100.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1472-TNCWL,No,0.6809,68,High,Month-to-month,Fiber optic,Electronic check,36,94.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6778-YSNIH,No,0.6807,68,High,Month-to-month,DSL,Electronic check,2,59.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0578-SKVMF,Yes,0.6806,68,High,Month-to-month,Fiber optic,Electronic check,22,83.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3096-JRDSO,Yes,0.6803,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),27,104.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3348-CFRNX,Yes,0.6799,68,High,Month-to-month,Fiber optic,Mailed check,28,92.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4647-MUZON,No,0.6796,68,High,Month-to-month,Fiber optic,Credit card (automatic),18,95.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2607-FBDFF,No,0.6796,68,High,Month-to-month,DSL,Credit card (automatic),1,49.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9026-RNUJS,Yes,0.6795,68,High,Month-to-month,DSL,Electronic check,5,50.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5673-TIYIB,Yes,0.6792,68,High,Month-to-month,DSL,Credit card (automatic),2,40.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3336-JORSO,Yes,0.679,68,High,Month-to-month,Fiber optic,Electronic check,33,110.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2916-BQZLN,No,0.6788,68,High,Month-to-month,Fiber optic,Electronic check,19,84.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7404-JLKQG,No,0.6788,68,High,Month-to-month,DSL,Electronic check,3,57.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5144-TVGLP,No,0.6786,68,High,Month-to-month,Fiber optic,Electronic check,38,94.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3969-GYXEL,No,0.6784,68,High,Month-to-month,Fiber optic,Electronic check,11,76.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6656-JWRQX,No,0.6783,68,High,Month-to-month,DSL,Mailed check,1,30.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3748-FVMZZ,No,0.6781,68,High,Month-to-month,DSL,Electronic check,4,40.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4704-ERYFC,Yes,0.6781,68,High,Month-to-month,Fiber optic,Electronic check,22,69.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0641-EVBOJ,No,0.6781,68,High,Month-to-month,Fiber optic,Mailed check,3,82.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7048-GXDAY,No,0.678,68,High,Month-to-month,Fiber optic,Electronic check,39,106.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7993-PYKOF,Yes,0.6777,68,High,Month-to-month,Fiber optic,Electronic check,8,75.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8784-CGILN,Yes,0.6775,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),18,99.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0221-WMXNQ,No,0.6772,68,High,Month-to-month,Fiber optic,Electronic check,4,75.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6030-REHUX,No,0.6771,68,High,Month-to-month,Fiber optic,Electronic check,28,110.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4550-VBOFE,Yes,0.6771,68,High,Month-to-month,Fiber optic,Electronic check,70,102.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8800-ZKRFW,No,0.677,68,High,Month-to-month,Fiber optic,Electronic check,30,107.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4716-HHKQH,No,0.6768,68,High,Month-to-month,Fiber optic,Electronic check,20,107.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5130-IEKQT,Yes,0.6767,68,High,Month-to-month,Fiber optic,Mailed check,25,105.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3208-YPIOE,Yes,0.6767,68,High,Month-to-month,Fiber optic,Electronic check,39,75.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3018-TFTSU,Yes,0.6767,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),12,81.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5895-QSXOD,No,0.6766,68,High,Month-to-month,Fiber optic,Mailed check,9,70.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5981-ITEMU,Yes,0.6765,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),40,97.1,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1754-GKYPY,No,0.6765,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),22,89.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4947-DSMXK,No,0.6764,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),34,97.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2956-GGUCQ,Yes,0.6764,68,High,Month-to-month,Fiber optic,Electronic check,24,78.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5207-PLSTK,No,0.6763,68,High,Month-to-month,DSL,Mailed check,1,48.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7682-AZNDK,No,0.6763,68,High,Month-to-month,Fiber optic,Electronic check,34,89.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9572-WUKSB,No,0.6763,68,High,Month-to-month,DSL,Electronic check,3,29.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5108-ADXWO,Yes,0.6762,68,High,Month-to-month,Fiber optic,Electronic check,11,73.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6416-YJTTB,No,0.676,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),11,79.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8993-IZEUX,No,0.6758,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),7,69.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6961-VCPMC,Yes,0.6757,68,High,Month-to-month,Fiber optic,Electronic check,46,80.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1482-OXZSY,No,0.6755,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),30,100.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8019-ENHXU,Yes,0.6755,68,High,Month-to-month,Fiber optic,Electronic check,42,99.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9272-LSVYH,No,0.6754,68,High,Month-to-month,Fiber optic,Mailed check,10,70.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9090-SGQXL,Yes,0.6754,68,High,Month-to-month,Fiber optic,Electronic check,68,105.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3312-UUMZW,No,0.6753,68,High,Month-to-month,Fiber optic,Credit card (automatic),32,98.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4248-QPAVC,Yes,0.6752,68,High,Month-to-month,Fiber optic,Bank transfer (automatic),17,85.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9526-JAWYF,Yes,0.6751,68,High,Month-to-month,Fiber optic,Electronic check,26,89.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9508-ILZDG,No,0.6749,67,High,Month-to-month,Fiber optic,Electronic check,34,96.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9667-TKTVZ,No,0.6749,67,High,Month-to-month,DSL,Mailed check,2,54.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4971-PUYQO,Yes,0.6749,67,High,Month-to-month,Fiber optic,Mailed check,27,94.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2692-BUCFV,No,0.6746,67,High,Month-to-month,Fiber optic,Bank transfer (automatic),29,101.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8189-XRIKE,No,0.6745,67,High,Month-to-month,Fiber optic,Electronic check,32,90.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5649-RXQTV,No,0.6741,67,High,Month-to-month,Fiber optic,Electronic check,51,99.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9108-EJFJP,No,0.6741,67,High,Month-to-month,DSL,Mailed check,1,53.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7924-GJZFI,No,0.674,67,High,Month-to-month,Fiber optic,Electronic check,25,69.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7794-JASDG,No,0.6739,67,High,Month-to-month,DSL,Mailed check,1,50.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6888-SBYAI,No,0.6739,67,High,Month-to-month,DSL,Mailed check,1,50.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8630-FJLIB,No,0.6738,67,High,Month-to-month,Fiber optic,Electronic check,18,69.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9129-UXERG,No,0.6736,67,High,Month-to-month,Fiber optic,Credit card (automatic),18,103.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4800-VHZKI,Yes,0.6732,67,High,Month-to-month,No,Mailed check,1,19.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3174-RKMOW,No,0.6728,67,High,Month-to-month,Fiber optic,Electronic check,35,109.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0585-EGDDA,No,0.6727,67,High,Month-to-month,Fiber optic,Electronic check,40,80.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7279-BUYWN,Yes,0.6721,67,High,Month-to-month,Fiber optic,Electronic check,41,113.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1785-BPHTP,No,0.6719,67,High,Month-to-month,Fiber optic,Electronic check,28,85.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8824-RWFXJ,Yes,0.6717,67,High,Month-to-month,DSL,Mailed check,3,56.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
